서초구,2018-12,201
서초구,2018-계,"2,919"
서초구,2019-01,255
서초구,2019-02,196
서초구,2019-03,229
서초구,2019-04,206
서초구,2019-05,186
서초구,2019-06,191
서초구,2019-07,214
서초구,2019-08,204
서초구,2019-09,203
서초구,2019-10,232
서초구,2019-11,222
서초구,2019-12,174
서초구,2019-계,"2,512"
서초구,2020-01,237
서초구,2020-02,193
서초구,2020-03,175
서초구,2020-04,193
서초구,2020-05,176
서초구,2020-06,201
서초구,2020-07,183
서초구,2020-08,167
서초구,2020-09,194
서초구,2020-10,187
서초구,2020-11,162
서초구,2020-12,170
서초구,2020-계,"2,238"
서초구,2021-01,188
서초구,2021-02,180
서초구,2021-03,215
서초구,2021-04,179
서초구,2021-05,170
서초구,2021-06,183
서초구,2021-07,174
서초구,2021-08,212
서초구,2021-09,196
서초구,2021-10,196
서초구,2021-11,158
서초구,2021-12,162
서초구,2021-계,2213
성동구,2017-01,251
성동구,2017-02,202
성동구,2017-03,214
성동구,2017-04,205
성동구,2017-05,217
성동구,2017-06,190
성동구,2017-07,208
성동구,2017-08,213
성동구,2017-09,211
성동구,2017-10,193
성동구,2017-11,196
성동구,2017-12,162
성동구,2017-계,"2,462"
성동구,2018-01,216
성동구,2018-02,194
성동구,2018-03,223
성동구,2018-04,199
성동구,2018-05,190
성동구,2018-06,177
성동구,2018-07,209
성동구,2018-08,202
성동구,2018-09,188
성동구,2018-10,189
성동구,2018-11,179
성동구,2018-12,180
성동구,2018-계,"2,346"
성동구,2019-01,217
성동구,2019-02,183
성동구,2019-03,186
성동구,2019-04,192
성동구,2019-05,199
성동구,2019-06,172
성동구,2019-07,176
성동구,2019-08,202
성동구,2019-09,165
성동구,2019-10,192
성동구,2019-11,160
성동구,2019-12,147
성동구,2019-계,"2,191"
성동구,2020-01,193
성동구,2020-02,177
성동구,2020-03,165
성동구,2020-04,143
성동구,2020-05,182
성동구,2020-06,167
성동구,2020-07,159
성동구,2020-08,147
성동구,2020-09,181
성동구,2020-10,155
성동구,2020-11,162
성동구,2020-12,114
성동구,2020-계,"1,945"
성동구,2021-01,155
성동구,2021-02,136
성동구,2021-03,176
성동구,2021-04,167
성동구,2021-05,154
성동구,2021-06,158
성동구,2021-07,156
성동구,2021-08,135
성동구,2021-09,148
성동구,2021-10,130
성동구,2021-11,146
성동구,2021-12,157
성동구,2021-계,1818
성북구,2017-01,275
성북구,2017-02,216
성북구,2017-03,248
성북구,2017-04,198
성북구,2017-05,213
성북구,2017-06,225
성북구,2017-07,216
성북구,2017-08,238
성북구,2017-09,239
성북구,2017-10,190
성북구,2017-11,202
성북구,2017-12,171
성북구,2017-계,"2,631"
성북구,2018-01,228
성북구,2018-02,182
성북구,2018-03,212
성북구,2018-04,179
성북구,2018-05,210
성북구,2018-06,168
성북구,2018-07,193
성북구,2018-08,184
성북구,2018-09,164
성북구,2018-10,189
성북구,2018-11,186
성북구,2018-12,169
성북구,2018-계,"2,264"
성북구,2019-01,217
성북구,2019-02,172
성북구,2019-03,173
성북구,2019-04,196
성북구,2019-05,172
성북구,2019-06,190
성북구,2019-07,177
성북구,2019-08,177
성북구,2019-09,174
성북구,2019-10,192
성북구,2019-11,160
성북구,2019-12,147
성북구,2019-계,"2,147"
성북구,2020-01,195
성북구,2020-02,180
성북구,2020-03,190
성북구,2020-04,181
성북구,2020-05,173
성북구,2020-06,163
성북구,2020-07,153
성북구,2020-08,170
성북구,2020-09,162
성북구,2020-10,199
성북구,2020-11,154
성북구,2020-12,121
성북구,2020-계,"2,041"
성북구,2021-01,152
성북구,2021-02,161
성북구,2021-03,179
성북구,2021-04,165
성북구,2021-05,183
성북구,2021-06,174
성북구,2021-07,175
성북구,2021-08,155
성북구,2021-09,165
성북구,2021-10,149
성북구,2021-11,141
성북구,2021-12,153
성북구,2021-계,1952
송파구,2017-01,488
송파구,2017-02,427
송파구,2017-03,471
송파구,2017-04,406
송파구,2017-05,410
송파구,2017-06,412
송파구,2017-07,403
송파구,2017-08,427
송파구,2017-09,437
송파구,2017-10,345
송파구,2017-11,375
송파구,2017-12,375
송파구,2017-계,"4,976"
송파구,2018-01,440
송파구,2018-02,379
송파구,2018-03,404
송파구,2018-04,404
송파구,2018-05,396
송파구,2018-06,380
송파구,2018-07,364
송파구,2018-08,386
송파구,2018-09,361
송파구,2018-10,364
송파구,2018-11,359
송파구,2018-12,330
송파구,2018-계,"4,567"
송파구,2019-01,402
송파구,2019-02,396
송파구,2019-03,422
송파구,2019-04,394
송파구,2019-05,380
송파구,2019-06,369
송파구,2019-07,399
송파구,2019-08,356
송파구,2019-09,332
송파구,2019-10,357
송파구,2019-11,332
송파구,2019-12,285
송파구,2019-계,"4,424"
송파구,2020-01,342
송파구,2020-02,305
송파구,2020-03,328
송파구,2020-04,343
송파구,2020-05,326
송파구,2020-06,348
송파구,2020-07,296
송파구,2020-08,304
송파구,2020-09,316
송파구,2020-10,313
송파구,2020-11,273
송파구,2020-12,297
송파구,2020-계,"3,791"
송파구,2021-01,282
송파구,2021-02,275
송파구,2021-03,346
송파구,2021-04,312
송파구,2021-05,300
송파구,2021-06,317
송파구,2021-07,300
송파구,2021-08,301
송파구,2021-09,286
송파구,2021-10,287
송파구,2021-11,292
송파구,2021-12,256
송파구,2021-계,3554
양천구,2017-01,276
양천구,2017-02,296
양천구,2017-03,296
양천구,2017-04,241
양천구,2017-05,221
양천구,2017-06,226
양천구,2017-07,255
양천구,2017-08,244
양천구,2017-09,210
양천구,2017-10,220
양천구,2017-11,213
양천구,2017-12,178
양천구,2017-계,"2,876"
양천구,2018-01,218
양천구,2018-02,208
양천구,2018-03,196
양천구,2018-04,187
양천구,2018-05,235
양천구,2018-06,193
양천구,2018-07,181
양천구,2018-08,196
양천구,2018-09,202
양천구,2018-10,197
양천구,2018-11,194
양천구,2018-12,180
양천구,2018-계,"2,387"
양천구,2019-01,210
양천구,2019-02,203
양천구,2019-03,226
양천구,2019-04,209
양천구,2019-05,191
양천구,2019-06,153
양천구,2019-07,190
양천구,2019-08,174
양천구,2019-09,171
양천구,2019-10,193
양천구,2019-11,150
양천구,2019-12,152
양천구,2019-계,"2,222"
양천구,2020-01,164
양천구,2020-02,148
양천구,2020-03,153
양천구,2020-04,160
양천구,2020-05,153
양천구,2020-06,142
양천구,2020-07,166
양천구,2020-08,167
양천구,2020-09,175
양천구,2020-10,156
양천구,2020-11,163
양천구,2020-12,128
양천구,2020-계,"1,875"
양천구,2021-01,164
양천구,2021-02,153
양천구,2021-03,163
